--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
20120606 00:00	52.8	52.8	52.8	94	51.1	0	0	-100000	0.00	29.984	0	0.000	-100000.0
20120606 00:05	52.7	52.7	52.7	94	51.0	0	0	-100000	0.00	29.984	0	0.000	-100000.0
20120606 00:10	52.5	52.5	52.5	94	50.8	0	0	-100000	0.00	29.984	0	0.000	-100000.0
20120606 00:15	52.3	52.3	52.3	94	50.6	0	1	68	0.00	29.985	0	0.000	-100000.0
20120606 00:20	52.2	52.2	52.2	94	50.5	0	0	-100000	0.00	29.985	0	0.000	-100000.0
20120606 00:25	52.0	52.0	52.0	94	50.3	0	0	-100000	0.00	29.985	0	0.000	-100000.0
20120606 00:30	51.9	51.9	51.9	94	50.2	0	0	-100000	0.00	29.986	0	0.000	-100000.0
20120606 00:35	51.8	51.8	51.8	94	50.1	0	0	-100000	0.00	29.986	0	0.000	-100000.0
20120606 00:40	51.5	51.5	51.5	94	49.8	0	0	-100000	0.00	29.986	0	0.000	-100000.0
20120606 00:45	51.2	51.2	51.2	94	49.5	0	0	-100000	0.00	29.986	0	0.000	-100000.0
20120606 00:50	50.9	50.9	50.9	94	49.2	0	0	-100000	0.00	29.986	0	0.000	-100000.0
20120606 00:55	50.9	50.9	50.9	95	49.5	0	0	-100000	0.00	29.986	0	0.000	-100000.0
20120606 01:00	50.7	50.7	50.7	95	49.3	0	0	-100000	0.00	29.984	0	0.000	-100000.0
20120606 01:05	50.5	50.5	50.5	95	49.1	0	0	-100000	0.00	29.984	0	0.000	-100000.0
20120606 01:10	50.2	50.2	50.2	95	48.8	0	0	-100000	0.00	29.984	0	0.000	-100000.0
20120606 01:15	50.1	50.1	50.1	95	48.7	0	1	68	0.00	29.983	0	0.000	-100000.0
20120606 01:20	50.1	50.1	50.1	95	48.7	0	0	-100000	0.00	29.983	0	0.000	-100000.0
20120606 01:25	50.1	50.1	50.1	95	48.7	0	1	68	0.00	29.983	0	0.000	-100000.0
20120606 01:30	50.0	50.0	50.0	95	48.6	0	0	-100000	0.00	29.987	0	0.000	-100000.0
20120606 01:35	49.8	49.8	49.8	95	48.4	0	1	68	0.00	29.987	0	0.000	-100000.0
20120606 01:40	49.8	49.8	49.8	95	48.4	0	0	-100000	0.00	29.987	0	0.000	-100000.0
20120606 01:45	50.0	50.0	50.0	96	48.9	0	0	-100000	0.00	29.985	0	0.000	-100000.0
20120606 01:50	50.0	50.0	50.0	96	48.9	0	0	-100000	0.00	29.985	0	0.000	-100000.0
20120606 01:55	49.6	49.6	49.6	95	48.2	0	0	-100000	0.00	29.985	0	0.000	-100000.0
20120606 02:00	49.5	49.5	49.5	95	48.1	0	2	68	0.00	29.976	0	0.000	-100000.0
20120606 02:05	49.5	49.5	49.5	96	48.4	0	0	-100000	0.00	29.976	0	0.000	-100000.0
20120606 02:10	49.5	49.5	49.5	96	48.4	0	2	68	0.00	29.976	0	0.000	-100000.0
20120606 02:15	49.3	49.3	49.3	96	48.2	0	2	68	0.00	29.985	0	0.000	-100000.0
20120606 02:20	49.3	49.3	49.3	96	48.2	0	3	68	0.00	29.985	0	0.000	-100000.0
20120606 02:25	49.4	49.4	49.4	96	48.3	0	1	68	0.00	29.985	0	0.000	-100000.0
20120606 02:30	49.2	49.2	49.2	96	48.1	0	0	-100000	0.00	29.982	0	0.000	-100000.0
20120606 02:35	49.2	49.2	49.2	96	48.1	0	0	-100000	0.00	29.982	0	0.000	-100000.0
20120606 02:40	49.1	49.1	49.1	96	48.0	0	0	-100000	0.00	29.982	0	0.000	-100000.0
20120606 02:45	48.9	48.9	48.9	96	47.8	0	0	-100000	0.00	29.985	0	0.000	-100000.0
20120606 02:50	48.7	48.7	48.7	96	47.6	0	0	-100000	0.00	29.985	0	0.000	-100000.0
20120606 02:55	48.6	48.6	48.6	96	47.5	0	0	-100000	0.00	29.985	0	0.000	-100000.0
20120606 03:00	48.4	48.4	48.4	96	47.3	0	0	-100000	0.00	29.989	0	0.000	-100000.0
20120606 03:05	48.3	48.3	48.3	96	47.2	0	0	-100000	0.00	29.989	0	0.000	-100000.0
20120606 03:10	48.3	48.3	48.3	96	47.2	0	1	68	0.00	29.989	0	0.000	-100000.0
20120606 03:15	48.4	48.4	48.4	96	47.3	0	2	68	0.00	29.993	0	0.000	-100000.0
20120606 03:20	48.6	48.6	48.6	96	47.5	0	0	-100000	0.00	29.993	0	0.000	-100000.0
20120606 03:25	48.7	48.7	48.7	96	47.6	0	0	-100000	0.00	29.993	0	0.000	-100000.0
20120606 03:30	48.7	48.7	48.7	96	47.6	0	0	-100000	0.00	29.992	0	0.000	-100000.0
20120606 03:35	48.9	48.9	48.9	96	47.8	0	0	-100000	0.00	29.992	0	0.000	-100000.0
20120606 03:40	48.9	48.9	48.9	96	47.8	0	0	-100000	0.00	29.992	0	0.000	-100000.0
20120606 03:45	48.9	48.9	48.9	96	47.8	0	1	68	0.00	29.992	0	0.000	-100000.0
20120606 03:50	49.0	49.0	49.0	96	47.9	0	1	68	0.00	29.992	0	0.000	-100000.0
20120606 03:55	49.2	49.2	49.2	96	48.1	0	0	-100000	0.00	29.992	0	0.000	-100000.0
20120606 04:00	49.2	49.2	49.2	96	48.1	0	0	-100000	0.00	29.993	0	0.000	-100000.0
20120606 04:05	49.4	49.4	49.4	97	48.6	0	0	-100000	0.00	29.993	0	0.000	-100000.0
20120606 04:10	49.5	49.5	49.5	97	48.7	0	1	68	0.00	29.993	0	0.000	-100000.0
20120606 04:15	49.6	49.6	49.6	97	48.8	0	1	68	0.00	29.997	0	0.000	-100000.0
20120606 04:20	49.7	49.7	49.7	97	48.9	0	0	-100000	0.00	29.997	0	0.000	-100000.0
20120606 04:25	49.8	49.8	49.8	97	49.0	0	0	-100000	0.00	29.997	0	0.000	-100000.0
20120606 04:30	50.1	50.1	50.1	97	49.3	0	1	68	0.00	29.999	0	0.000	-100000.0
20120606 04:35	50.3	50.3	50.3	97	49.5	0	0	-100000	0.00	29.999	0	0.000	-100000.0
20120606 04:40	50.3	50.3	50.3	97	49.5	0	0	-100000	0.00	29.999	0	0.000	-100000.0
20120606 04:45	50.4	50.4	50.4	97	49.6	0	0	-100000	0.00	30.001	0	0.000	-100000.0
20120606 04:50	50.5	50.5	50.5	97	49.7	0	0	-100000	0.00	30.001	0	0.000	-100000.0
20120606 04:55	50.6	50.6	50.6	97	49.8	0	0	-100000	0.00	30.001	0	0.000	-100000.0
20120606 05:00	50.6	50.6	50.6	97	49.8	0	0	-100000	0.00	30.003	0	0.000	-100000.0
20120606 05:05	50.9	50.9	50.9	97	50.1	0	1	68	0.00	30.003	0	0.000	-100000.0
20120606 05:10	51.0	51.0	51.0	97	50.2	0	1	68	0.00	30.003	0	0.000	-100000.0
20120606 05:15	51.2	51.2	51.2	97	50.4	0	1	68	0.00	30.007	0	0.000	-100000.0
20120606 05:20	51.2	51.2	51.2	97	50.4	0	0	-100000	0.00	30.007	0	0.000	-100000.0
20120606 05:25	51.3	51.3	51.3	97	50.5	0	1	68	0.00	30.007	0	0.000	-100000.0
20120606 05:30	51.5	51.5	51.5	97	50.7	0	0	-100000	0.00	30.007	0	0.000	-100000.0
20120606 05:35	51.6	51.6	51.6	97	50.8	0	1	68	0.00	30.007	0	0.000	-100000.0
20120606 05:40	51.6	51.6	51.6	97	50.8	0	0	-100000	0.00	30.007	3	0.000	-100000.0
20120606 05:45	51.5	51.5	51.5	97	50.7	0	0	-100000	0.00	30.010	6	0.000	-100000.0
20120606 05:50	51.6	51.6	51.6	97	50.8	0	0	-100000	0.00	30.010	9	0.000	-100000.0
20120606 05:55	51.7	51.7	51.7	97	50.9	0	1	68	0.00	30.010	13	0.000	-100000.0
20120606 06:00	51.9	51.9	51.9	97	51.1	0	1	68	0.00	30.007	17	0.000	-100000.0
20120606 06:05	52.1	52.1	52.1	97	51.3	0	0	-100000	0.00	30.007	16	0.000	-100000.0
20120606 06:10	52.3	52.3	52.3	97	51.5	0	1	68	0.00	30.007	19	0.000	-100000.0
20120606 06:15	52.4	52.4	52.4	97	51.6	0	1	68	0.00	30.005	33	0.000	-100000.0
20120606 06:20	52.4	52.4	52.4	97	51.6	0	1	68	0.00	30.005	36	0.000	-100000.0
20120606 06:25	52.6	52.6	52.6	97	51.8	0	3	68	0.00	30.005	37	0.000	-100000.0
20120606 06:30	52.5	52.5	52.5	97	51.7	0	5	68	0.00	30.006	35	0.000	-100000.0
20120606 06:35	52.6	52.6	52.6	97	51.8	0	1	68	0.00	30.006	37	0.000	-100000.0
20120606 06:40	52.6	52.6	52.6	97	51.8	0	1	68	0.00	30.006	36	0.000	-100000.0
20120606 06:45	52.5	52.5	52.5	97	51.7	0	1	68	0.00	30.005	28	0.000	-100000.0
20120606 06:50	52.5	52.5	52.5	97	51.7	0	0	-100000	0.00	30.005	29	0.000	-100000.0
20120606 06:55	52.6	52.6	52.6	97	51.8	0	0	-100000	0.00	30.005	30	0.000	-100000.0
20120606 07:00	52.7	52.7	52.7	97	51.9	0	1	68	0.00	30.007	39	0.001	-100000.0
20120606 07:05	52.7	52.7	52.7	97	51.9	0	1	68	0.00	30.007	62	0.000	-100000.0
20120606 07:10	52.7	52.7	52.7	97	51.9	0	1	68	0.00	30.007	64	0.000	-100000.0
20120606 07:15	52.9	52.9	52.9	97	52.1	0	2	68	0.00	30.019	47	0.000	-100000.0
20120606 07:20	52.9	52.9	52.9	97	52.1	0	1	68	0.00	30.019	41	0.000	-100000.0
20120606 07:25	52.9	52.9	52.9	96	51.8	1	5	45	0.00	30.019	33	0.000	-100000.0
20120606 07:30	52.8	52.8	52.8	96	51.7	2	5	22	0.00	30.021	51	0.000	-100000.0
20120606 07:35	52.8	52.8	52.8	96	51.7	2	4	0	0.00	30.021	49	0.000	-100000.0
20120606 07:40	52.8	52.8	52.8	96	51.7	1	4	338	0.00	30.021	44	0.000	-100000.0
20120606 07:45	52.8	52.8	52.8	96	51.7	1	4	338	0.00	30.021	66	0.000	-100000.0
20120606 07:50	52.8	52.8	52.8	96	51.7	1	4	338	0.00	30.021	125	0.000	-100000.0
20120606 07:55	53.0	53.0	53.0	96	51.9	0	1	338	0.00	30.021	186	0.000	-100000.0
20120606 08:00	53.3	53.3	53.3	96	52.2	0	1	338	0.00	30.021	181	0.002	-100000.0
20120606 08:05	53.6	53.6	53.6	96	52.5	0	2	338	0.00	30.021	227	0.000	-100000.0
20120606 08:10	53.6	53.6	53.6	96	52.5	1	3	338	0.00	30.021	166	0.000	-100000.0
20120606 08:15	53.9	53.9	53.9	95	52.5	0	1	315	0.00	30.028	155	0.000	-100000.0
20120606 08:20	53.9	53.9	53.9	95	52.5	0	3	338	0.00	30.028	178	0.000	-100000.0
