--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
20120607 00:00	53.0	53.0	53.0	95	51.6	0	1	180	0.00	30.033	0	0.000	-100000.0
20120607 00:05	52.7	52.7	52.7	95	51.3	0	0	-100000	0.00	30.033	0	0.000	-100000.0
20120607 00:10	52.4	52.4	52.4	95	51.0	0	0	-100000	0.00	30.033	0	0.000	-100000.0
20120607 00:15	52.1	52.1	52.1	95	50.7	0	0	-100000	0.00	30.032	0	0.000	-100000.0
20120607 00:20	52.0	52.0	52.0	95	50.6	0	1	180	0.00	30.032	0	0.000	-100000.0
20120607 00:25	51.8	51.8	51.8	95	50.4	0	0	-100000	0.00	30.032	0	0.000	-100000.0
20120607 00:30	52.0	52.0	52.0	95	50.6	0	0	-100000	0.00	30.029	0	0.000	-100000.0
20120607 00:35	52.4	52.4	52.4	96	51.3	0	0	-100000	0.00	30.029	0	0.000	-100000.0
20120607 00:40	52.3	52.3	52.3	95	50.9	0	0	-100000	0.00	30.029	0	0.000	-100000.0
20120607 00:45	52.0	52.0	52.0	95	50.6	0	0	-100000	0.00	30.026	0	0.000	-100000.0
20120607 00:50	51.6	51.6	51.6	95	50.2	0	0	-100000	0.00	30.026	0	0.000	-100000.0
20120607 00:55	51.2	51.2	51.2	95	49.8	0	0	-100000	0.00	30.026	0	0.000	-100000.0
20120607 01:00	50.9	50.9	50.9	95	49.5	0	1	180	0.00	30.021	0	0.000	-100000.0
20120607 01:05	50.8	50.8	50.8	95	49.4	0	0	-100000	0.00	30.021	0	0.000	-100000.0
20120607 01:10	50.6	50.6	50.6	95	49.2	0	0	-100000	0.00	30.021	0	0.000	-100000.0
20120607 01:15	50.4	50.4	50.4	95	49.0	0	0	-100000	0.00	30.024	0	0.000	-100000.0
20120607 01:20	50.2	50.2	50.2	95	48.8	0	0	-100000	0.00	30.024	0	0.000	-100000.0
20120607 01:25	50.4	50.4	50.4	96	49.3	0	0	-100000	0.00	30.024	0	0.000	-100000.0
20120607 01:30	50.3	50.3	50.3	96	49.2	0	1	180	0.00	30.023	0	0.000	-100000.0
20120607 01:35	50.3	50.3	50.3	96	49.2	0	0	-100000	0.00	30.023	0	0.000	-100000.0
20120607 01:40	50.4	50.4	50.4	96	49.3	0	0	-100000	0.00	30.023	0	0.000	-100000.0
20120607 01:45	50.6	50.6	50.6	96	49.5	0	0	-100000	0.00	30.021	0	0.000	-100000.0
20120607 01:50	50.3	50.3	50.3	96	49.2	0	0	-100000	0.00	30.021	0	0.000	-100000.0
