--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
20120205 00:00	27.5	27.5	27.5	61	15.8	0	3	338	0.00	30.192	0	0.001	-100000.0
20120205 00:05	27.5	27.5	27.5	60	15.5	0	3	338	0.00	30.192	0	0.000	-100000.0
20120205 00:10	27.3	27.3	27.3	60	15.3	0	2	338	0.00	30.192	0	0.000	-100000.0
20120205 00:15	27.2	27.2	27.2	60	15.2	0	3	338	0.00	30.187	0	0.000	-100000.0
20120205 00:20	27.1	27.1	27.1	60	15.1	0	4	338	0.00	30.187	0	0.000	-100000.0
20120205 00:25	26.9	26.9	26.9	60	14.9	0	4	338	0.00	30.187	0	0.000	-100000.0
20120205 00:30	26.8	26.8	26.8	59	14.4	0	3	338	0.00	30.192	0	0.000	-100000.0
20120205 00:35	26.7	26.7	26.7	60	14.7	0	1	338	0.00	30.192	0	0.000	-100000.0
20120205 00:40	26.6	26.6	26.6	60	14.6	0	1	338	0.00	30.192	0	0.000	-100000.0
20120205 00:45	26.4	26.4	26.4	60	14.4	0	2	338	0.00	30.185	0	0.000	-100000.0
20120205 00:50	26.2	26.2	26.2	60	14.2	0	3	338	0.00	30.185	0	0.000	-100000.0
20120205 00:55	26.2	26.2	26.2	61	14.6	0	3	338	0.00	30.185	0	0.000	-100000.0
20120205 01:00	26.1	26.1	26.1	60	14.1	0	2	338	0.00	30.186	0	0.001	-100000.0
20120205 01:05	26.0	26.0	26.0	61	14.4	0	2	338	0.00	30.186	0	0.000	-100000.0
20120205 01:10	25.8	25.8	25.8	61	14.2	0	1	338	0.00	30.186	0	0.000	-100000.0
20120205 01:15	25.7	25.7	25.7	61	14.1	0	1	338	0.00	30.193	0	0.000	-100000.0
20120205 01:20	25.6	25.6	25.6	62	14.4	0	2	338	0.00	30.193	0	0.000	-100000.0
20120205 01:25	25.6	25.6	25.6	62	14.4	0	3	338	0.00	30.193	0	0.000	-100000.0
20120205 01:30	25.5	25.5	25.5	62	14.3	0	1	338	0.00	30.194	0	0.000	-100000.0
20120205 01:35	25.4	25.4	25.4	62	14.2	0	0	-100000	0.00	30.194	0	0.000	-100000.0
20120205 01:40	25.2	25.2	25.2	62	14.0	0	0	-100000	0.00	30.194	0	0.000	-100000.0
20120205 01:45	25.0	25.0	25.0	63	14.2	0	0	-100000	0.00	30.194	0	0.000	-100000.0
20120205 01:50	25.0	25.0	25.0	63	14.2	0	4	338	0.00	30.194	0	0.000	-100000.0
20120205 01:55	25.1	25.1	25.1	62	13.9	0	5	338	0.00	30.194	0	0.000	-100000.0
