--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
20120505 00:00	58.1	58.1	58.1	90	55.2	0	1	112	0.00	29.989	0	0.000	-100000.0
20120505 00:05	58.0	58.0	58.0	90	55.1	0	1	112	0.00	29.989	0	0.000	-100000.0
20120505 00:10	57.8	57.8	57.8	91	55.2	0	1	112	0.00	29.989	0	0.000	-100000.0
20120505 00:15	57.8	57.8	57.8	91	55.2	0	1	112	0.00	29.993	0	0.000	-100000.0
20120505 00:20	57.8	57.8	57.8	90	54.9	0	1	112	0.00	29.993	0	0.000	-100000.0
20120505 00:25	57.7	57.7	57.7	91	55.1	0	2	112	0.00	29.993	0	0.000	-100000.0
20120505 00:30	57.7	57.7	57.7	91	55.1	1	3	112	0.00	29.987	0	0.000	-100000.0
20120505 00:35	57.7	57.7	57.7	90	54.8	3	6	112	0.00	29.987	0	0.000	-100000.0
20120505 00:40	57.7	57.7	57.7	90	54.8	1	4	112	0.00	29.987	0	0.000	-100000.0
20120505 00:45	57.7	57.7	57.7	90	54.8	0	0	-100000	0.00	29.989	0	0.000	-100000.0
20120505 00:50	57.7	57.7	57.7	90	54.8	0	1	112	0.00	29.989	0	0.000	-100000.0
20120505 00:55	57.7	57.7	57.7	90	54.8	0	0	-100000	0.00	29.989	0	0.000	-100000.0
20120505 01:00	57.6	57.6	57.6	90	54.7	0	1	112	0.00	29.988	0	0.000	-100000.0
20120505 01:05	57.6	57.6	57.6	91	55.0	0	1	112	0.00	29.988	0	0.000	-100000.0
20120505 01:10	57.6	57.6	57.6	91	55.0	0	0	-100000	0.00	29.988	0	0.000	-100000.0
20120505 01:15	57.5	57.5	57.5	90	54.6	0	1	112	0.00	29.988	0	0.000	-100000.0
20120505 01:20	57.5	57.5	57.5	91	54.9	0	4	112	0.00	29.988	0	0.000	-100000.0
20120505 01:25	57.3	57.3	57.3	91	54.7	1	4	112	0.00	29.988	0	0.000	-100000.0
20120505 01:30	57.3	57.3	57.3	91	54.7	1	3	112	0.00	29.985	0	0.000	-100000.0
20120505 01:35	57.2	57.2	57.2	91	54.6	2	4	112	0.00	29.985	0	0.000	-100000.0
20120505 01:40	57.1	57.1	57.1	91	54.5	1	4	112	0.00	29.985	0	0.000	-100000.0
20120505 01:45	57.1	57.1	57.1	92	54.8	1	3	112	0.00	29.976	0	0.000	-100000.0
20120505 01:50	57.0	57.0	57.0	92	54.7	0	2	112	0.00	29.976	0	0.000	-100000.0
20120505 01:55	56.9	56.9	56.9	92	54.6	0	1	112	0.00	29.976	0	0.000	-100000.0
20120505 02:00	56.9	56.9	56.9	92	54.6	0	1	112	0.00	29.972	0	0.000	-100000.0
