--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
20121103 00:00	44.0	44.0	44.0	72	35.6	3	7	315	0.00	29.687	0	0.001	-100000.0
20121103 00:05	44.0	44.0	44.0	72	35.6	2	9	315	0.00	29.687	0	0.000	-100000.0
20121103 00:10	44.0	41.2	44.0	72	35.6	5	12	270	0.00	29.687	0	0.000	-100000.0
20121103 00:15	44.0	41.9	44.0	72	35.6	4	9	315	0.00	29.687	0	0.000	-100000.0
20121103 00:20	43.9	43.9	43.9	72	35.5	2	4	338	0.00	29.687	0	0.000	-100000.0
20121103 00:25	43.9	43.9	43.9	72	35.5	1	5	315	0.00	29.687	0	0.000	-100000.0
20121103 00:30	43.8	43.8	43.8	72	35.4	1	7	315	0.00	29.687	0	0.000	-100000.0
20121103 00:35	43.7	43.7	43.7	73	35.6	0	4	270	0.00	29.687	0	0.000	-100000.0
20121103 00:40	43.7	43.7	43.7	72	35.3	2	9	292	0.00	29.687	0	0.000	-100000.0
20121103 00:45	43.6	43.6	43.6	73	35.5	2	5	292	0.00	29.688	0	0.000	-100000.0
20121103 00:50	43.6	40.7	43.6	73	35.5	5	11	292	0.00	29.688	0	0.000	-100000.0
20121103 00:55	43.5	43.5	43.5	73	35.4	2	7	292	0.00	29.688	0	0.000	-100000.0
20121103 01:00	43.5	43.5	43.5	73	35.4	3	9	292	0.00	29.688	0	0.001	-100000.0
20121103 01:05	43.4	43.4	43.4	73	35.3	0	4	292	0.00	29.688	0	0.000	-100000.0
20121103 01:10	43.3	43.3	43.3	74	35.6	2	6	270	0.00	29.688	0	0.000	-100000.0
20121103 01:15	43.2	43.2	43.2	74	35.5	0	4	315	0.00	29.690	0	0.000	-100000.0
20121103 01:20	43.1	43.1	43.1	74	35.4	0	0	-100000	0.00	29.690	0	0.000	-100000.0
20121103 01:25	43.1	43.1	43.1	75	35.7	0	2	315	0.00	29.690	0	0.000	-100000.0
20121103 01:30	43.1	43.1	43.1	75	35.7	0	0	-100000	0.00	29.687	0	0.000	-100000.0
20121103 01:35	43.1	43.1	43.1	75	35.7	0	0	-100000	0.00	29.687	0	0.000	-100000.0
20121103 01:40	43.1	43.1	43.1	75	35.7	0	0	-100000	0.00	29.687	0	0.000	-100000.0
20121103 01:45	43.1	43.1	43.1	75	35.7	2	7	315	0.00	29.687	0	0.000	-100000.0
20121103 01:50	43.1	43.1	43.1	75	35.7	0	3	315	0.00	29.687	0	0.000	-100000.0
20121103 01:55	43.1	43.1	43.1	75	35.7	0	0	-100000	0.00	29.687	0	0.000	-100000.0
20121103 02:00	43.0	43.0	43.0	75	35.6	0	0	-100000	0.00	29.690	0	0.001	-100000.0
20121103 02:05	43.0	43.0	43.0	75	35.6	0	1	315	0.00	29.690	0	0.000	-100000.0
20121103 02:10	43.0	43.0	43.0	75	35.6	0	0	-100000	0.00	29.690	0	0.000	-100000.0
20121103 02:15	43.1	43.1	43.1	75	35.7	1	4	338	0.00	29.699	0	0.000	-100000.0
20121103 02:20	43.1	43.1	43.1	75	35.7	1	5	338	0.00	29.699	0	0.000	-100000.0
20121103 02:25	43.2	43.2	43.2	75	35.8	2	6	315	0.00	29.699	0	0.000	-100000.0
20121103 02:30	43.2	43.2	43.2	75	35.8	3	7	315	0.00	29.701	0	0.000	-100000.0
20121103 02:35	43.2	43.2	43.2	75	35.8	2	9	315	0.00	29.701	0	0.000	-100000.0
20121103 02:40	43.2	43.2	43.2	75	35.8	3	11	292	0.00	29.701	0	0.000	-100000.0
20121103 02:45	43.3	41.1	43.3	75	35.9	4	8	338	0.00	29.702	0	0.000	-100000.0
20121103 02:50	43.3	43.3	43.3	75	35.9	3	7	315	0.00	29.702	0	0.000	-100000.0
20121103 02:55	43.3	43.3	43.3	75	35.9	3	10	315	0.00	29.702	0	0.000	-100000.0
20121103 03:00	43.3	43.3	43.3	75	35.9	2	7	0	0.00	29.702	0	0.001	-100000.0
20121103 03:05	43.3	43.3	43.3	75	35.9	3	6	315	0.00	29.702	0	0.000	-100000.0
20121103 03:10	43.3	39.7	43.3	74	35.6	6	15	338	0.00	29.702	0	0.000	-100000.0
20121103 03:15	43.3	43.3	43.3	74	35.6	3	9	338	0.00	29.703	0	0.000	-100000.0
20121103 03:20	43.3	43.3	43.3	75	35.9	1	6	0	0.00	29.703	0	0.000	-100000.0
20121103 03:25	43.3	43.3	43.3	75	35.9	2	6	338	0.00	29.703	0	0.000	-100000.0
20121103 03:30	43.3	43.3	43.3	74	35.6	2	7	338	0.00	29.703	0	0.000	-100000.0
20121103 03:35	43.2	43.2	43.2	75	35.8	1	6	315	0.00	29.703	0	0.000	-100000.0
20121103 03:40	43.2	43.2	43.2	75	35.8	1	7	338	0.00	29.703	0	0.000	-100000.0
20121103 03:45	43.2	43.2	43.2	75	35.8	2	6	270	0.00	29.705	0	0.000	-100000.0
20121103 03:50	43.2	43.2	43.2	75	35.8	2	6	338	0.00	29.705	0	0.000	-100000.0
20121103 03:55	43.2	43.2	43.2	75	35.8	2	5	338	0.00	29.705	0	0.000	-100000.0
20121103 04:00	43.2	43.2	43.2	75	35.8	3	9	315	0.00	29.707	0	0.001	-100000.0
20121103 04:05	43.3	43.3	43.3	75	35.9	2	6	292	0.00	29.707	0	0.000	-100000.0
20121103 04:10	43.2	43.2	43.2	75	35.8	2	9	292	0.00	29.707	0	0.000	-100000.0
20121103 04:15	43.3	43.3	43.3	74	35.6	3	11	315	0.00	29.705	0	0.000	-100000.0
