--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
20120419 00:00	47.0	47.0	47.0	70	37.7	0	0	-100000	0.00	30.151	0	0.001	-100000.0
20120419 00:05	46.4	46.4	46.4	71	37.5	0	0	-100000	0.00	30.151	0	0.000	-100000.0
20120419 00:10	46.1	46.1	46.1	72	37.6	0	0	-100000	0.00	30.151	0	0.000	-100000.0
20120419 00:15	45.9	45.9	45.9	72	37.4	0	1	270	0.00	30.150	0	0.000	-100000.0
20120419 00:20	45.6	45.6	45.6	73	37.5	0	1	270	0.00	30.150	0	0.000	-100000.0
20120419 00:25	45.6	45.6	45.6	73	37.5	0	0	-100000	0.00	30.150	0	0.000	-100000.0
20120419 00:30	45.7	45.7	45.7	73	37.5	0	0	-100000	0.00	30.149	0	0.000	-100000.0
20120419 00:35	45.6	45.6	45.6	72	37.1	0	0	-100000	0.00	30.149	0	0.000	-100000.0
20120419 00:40	45.6	45.6	45.6	72	37.1	0	0	-100000	0.00	30.149	0	0.000	-100000.0
20120419 00:45	45.3	45.3	45.3	72	36.8	0	0	-100000	0.00	30.148	0	0.000	-100000.0
20120419 00:50	45.3	45.3	45.3	72	36.8	0	1	270	0.00	30.148	0	0.000	-100000.0
20120419 00:55	45.5	45.5	45.5	71	36.7	0	0	-100000	0.00	30.148	0	0.000	-100000.0
20120419 01:00	45.9	45.9	45.9	70	36.7	0	0	-100000	0.00	30.145	0	0.001	-100000.0
20120419 01:05	45.9	45.9	45.9	71	37.0	0	0	-100000	0.00	30.145	0	0.000	-100000.0
20120419 01:10	45.5	45.5	45.5	71	36.7	0	0	-100000	0.00	30.145	0	0.000	-100000.0
20120419 01:15	45.0	45.0	45.0	72	36.5	0	0	-100000	0.00	30.143	0	0.000	-100000.0
20120419 01:20	44.5	44.5	44.5	73	36.4	0	0	-100000	0.00	30.143	0	0.000	-100000.0
20120419 01:25	44.2	44.2	44.2	74	36.4	0	0	-100000	0.00	30.143	0	0.000	-100000.0
20120419 01:30	44.1	44.1	44.1	74	36.4	0	0	-100000	0.00	30.139	0	0.000	-100000.0
20120419 01:35	44.2	44.2	44.2	74	36.4	0	0	-100000	0.00	30.139	0	0.000	-100000.0
20120419 01:40	44.3	44.3	44.3	74	36.5	0	0	-100000	0.00	30.139	0	0.000	-100000.0
20120419 01:45	44.0	44.0	44.0	75	36.6	0	0	-100000	0.00	30.135	0	0.000	-100000.0
20120419 01:50	43.6	43.6	43.6	76	36.5	0	0	-100000	0.00	30.135	0	0.000	-100000.0
20120419 01:55	43.2	43.2	43.2	77	36.5	0	0	-100000	0.00	30.135	0	0.000	-100000.0
20120419 02:00	43.2	43.2	43.2	78	36.8	0	0	-100000	0.00	30.135	0	0.001	-100000.0
20120419 02:05	43.1	43.1	43.1	78	36.7	0	0	-100000	0.00	30.135	0	0.000	-100000.0
20120419 02:10	43.2	43.2	43.2	79	37.1	0	0	-100000	0.00	30.135	0	0.000	-100000.0
20120419 02:15	43.0	43.0	43.0	79	36.9	0	1	270	0.00	30.135	0	0.000	-100000.0
20120419 02:20	42.9	42.9	42.9	79	36.8	0	0	-100000	0.00	30.135	0	0.000	-100000.0
20120419 02:25	43.1	43.1	43.1	79	37.0	0	0	-100000	0.00	30.135	0	0.000	-100000.0
20120419 02:30	43.2	43.2	43.2	79	37.1	0	0	-100000	0.00	30.136	0	0.000	-100000.0
20120419 02:35	43.2	43.2	43.2	78	36.8	0	0	-100000	0.00	30.136	0	0.000	-100000.0
20120419 02:40	43.3	43.3	43.3	79	37.2	0	0	-100000	0.00	30.136	0	0.000	-100000.0
20120419 02:45	43.5	43.5	43.5	79	37.4	0	0	-100000	0.00	30.134	0	0.000	-100000.0
20120419 02:50	43.6	43.6	43.6	79	37.5	0	1	270	0.00	30.134	0	0.000	-100000.0
20120419 02:55	43.6	43.6	43.6	78	37.2	0	0	-100000	0.00	30.134	0	0.000	-100000.0
20120419 03:00	43.5	43.5	43.5	78	37.1	0	0	-100000	0.00	30.134	0	0.001	-100000.0
20120419 03:05	43.3	43.3	43.3	78	36.9	0	0	-100000	0.00	30.134	0	0.000	-100000.0
20120419 03:10	42.9	42.9	42.9	78	36.5	0	0	-100000	0.00	30.134	0	0.000	-100000.0
20120419 03:15	42.6	42.6	42.6	79	36.6	0	0	-100000	0.00	30.133	0	0.000	-100000.0
20120419 03:20	42.5	42.5	42.5	80	36.8	0	1	270	0.00	30.133	0	0.000	-100000.0
20120419 03:25	42.4	42.4	42.4	80	36.7	0	0	-100000	0.00	30.133	0	0.000	-100000.0
20120419 03:30	42.2	42.2	42.2	81	36.8	0	0	-100000	0.00	30.131	0	0.000	-100000.0
20120419 03:35	41.8	41.8	41.8	81	36.4	0	0	-100000	0.00	30.131	0	0.000	-100000.0
20120419 03:40	41.4	41.4	41.4	82	36.3	0	0	-100000	0.00	30.131	0	0.000	-100000.0
20120419 03:45	41.1	41.1	41.1	83	36.3	0	0	-100000	0.00	30.125	0	0.000	-100000.0
20120419 03:50	41.0	41.0	41.0	83	36.2	0	1	270	0.00	30.125	0	0.000	-100000.0
20120419 03:55	40.8	40.8	40.8	84	36.3	0	0	-100000	0.00	30.125	0	0.000	-100000.0
20120419 04:00	40.7	40.7	40.7	84	36.2	0	1	270	0.00	30.127	0	0.000	-100000.0
20120419 04:05	40.7	40.7	40.7	84	36.2	0	0	-100000	0.00	30.127	0	0.000	-100000.0
20120419 04:10	40.6	40.6	40.6	84	36.2	0	1	270	0.00	30.127	0	0.000	-100000.0
20120419 04:15	40.6	40.6	40.6	84	36.2	0	0	-100000	0.00	30.132	0	0.000	-100000.0
20120419 04:20	40.5	40.5	40.5	84	36.1	0	0	-100000	0.00	30.132	0	0.000	-100000.0
20120419 04:25	40.7	40.7	40.7	84	36.2	0	0	-100000	0.00	30.132	0	0.000	-100000.0
20120419 04:30	40.9	40.9	40.9	84	36.4	0	1	270	0.00	30.118	0	0.000	-100000.0
20120419 04:35	41.0	41.0	41.0	83	36.2	0	1	270	0.00	30.118	0	0.000	-100000.0
20120419 04:40	41.1	41.1	41.1	83	36.3	0	0	-100000	0.00	30.118	0	0.000	-100000.0
20120419 04:45	41.0	41.0	41.0	83	36.2	0	0	-100000	0.00	30.117	0	0.000	-100000.0
20120419 04:50	40.7	40.7	40.7	83	35.9	0	0	-100000	0.00	30.117	0	0.000	-100000.0
20120419 04:55	40.4	40.4	40.4	83	35.7	0	0	-100000	0.00	30.117	0	0.000	-100000.0
20120419 05:00	40.0	40.0	40.0	84	35.6	0	0	-100000	0.00	30.118	0	0.000	-100000.0
20120419 05:05	39.5	39.5	39.5	84	35.1	0	0	-100000	0.00	30.118	0	0.000	-100000.0
20120419 05:10	39.1	39.1	39.1	85	35.0	0	0	-100000	0.00	30.118	0	0.000	-100000.0
20120419 05:15	38.9	38.9	38.9	86	35.1	0	0	-100000	0.00	30.119	0	0.000	-100000.0
20120419 05:20	38.8	38.8	38.8	86	35.0	0	0	-100000	0.00	30.119	0	0.000	-100000.0
20120419 05:25	38.8	38.8	38.8	86	35.0	0	0	-100000	0.00	30.119	0	0.000	-100000.0
20120419 05:30	38.6	38.6	38.6	86	34.8	0	1	270	0.00	30.119	0	0.000	-100000.0
20120419 05:35	38.6	38.6	38.6	87	35.1	0	1	270	0.00	30.119	0	0.000	-100000.0
20120419 05:40	38.6	38.6	38.6	87	35.1	0	1	270	0.00	30.119	0	0.000	-100000.0
20120419 05:45	38.4	38.4	38.4	88	35.2	0	1	270	0.00	30.118	0	0.000	-100000.0
20120419 05:50	38.4	38.4	38.4	88	35.2	0	0	-100000	0.00	30.118	0	0.000	-100000.0
20120419 05:55	38.2	38.2	38.2	88	35.0	0	0	-100000	0.00	30.118	0	0.000	-100000.0
20120419 06:00	38.3	38.3	38.3	88	35.1	0	0	-100000	0.00	30.120	0	0.000	-100000.0
20120419 06:05	38.2	38.2	38.2	88	35.0	0	1	270	0.00	30.120	0	0.000	-100000.0
20120419 06:10	37.8	37.8	37.8	88	34.6	0	0	-100000	0.00	30.120	3	0.000	-100000.0
20120419 06:15	37.7	37.7	37.7	88	34.5	0	0	-100000	0.00	30.133	8	0.000	-100000.0
20120419 06:20	37.5	37.5	37.5	89	34.6	0	0	-100000	0.00	30.133	12	0.000	-100000.0
20120419 06:25	37.5	37.5	37.5	89	34.6	0	0	-100000	0.00	30.133	16	0.000	-100000.0
20120419 06:30	37.5	37.5	37.5	89	34.6	0	0	-100000	0.00	30.135	19	0.000	-100000.0
20120419 06:35	37.7	37.7	37.7	90	35.0	0	0	-100000	0.00	30.135	23	0.000	-100000.0
20120419 06:40	37.9	37.9	37.9	90	35.2	0	0	-100000	0.00	30.135	26	0.000	-100000.0
20120419 06:45	38.2	38.2	38.2	90	35.5	0	1	270	0.00	30.143	30	0.000	-100000.0
20120419 06:50	38.7	38.7	38.7	90	36.0	0	0	-100000	0.00	30.143	48	0.000	-100000.0
20120419 06:55	39.0	39.0	39.0	90	36.3	0	0	-100000	0.00	30.143	63	0.000	-100000.0
20120419 07:00	39.5	39.5	39.5	90	36.8	0	0	-100000	0.00	30.147	72	0.000	-100000.0
20120419 07:05	39.6	39.6	39.6	89	36.6	0	0	-100000	0.00	30.147	78	0.000	-100000.0
20120419 07:10	39.5	39.5	39.5	88	36.2	0	0	-100000	0.00	30.147	101	0.000	-100000.0
20120419 07:15	39.3	39.3	39.3	88	36.0	0	0	-100000	0.00	30.142	114	0.000	-100000.0
20120419 07:20	39.7	39.7	39.7	88	36.4	0	0	-100000	0.00	30.142	134	0.000	-100000.0
20120419 07:25	40.4	40.4	40.4	88	37.1	0	0	-100000	0.00	30.142	150	0.000	-100000.0
20120419 07:30	41.0	41.0	41.0	87	37.4	0	0	-100000	0.00	30.147	165	0.000	-100000.0
20120419 07:35	41.4	41.4	41.4	86	37.5	0	0	-100000	0.00	30.147	190	0.000	-100000.0
20120419 07:40	41.5	41.5	41.5	84	37.0	0	0	-100000	0.00	30.147	204	0.000	-100000.0
20120419 07:45	41.8	41.8	41.8	84	37.3	0	0	-100000	0.00	30.141	218	0.000	-100000.0
20120419 07:50	42.2	42.2	42.2	84	37.7	0	0	-100000	0.00	30.141	232	0.000	-100000.0
20120419 07:55	42.4	42.4	42.4	83	37.6	0	0	-100000	0.00	30.141	242	0.000	-100000.0
20120419 08:00	42.6	42.6	42.6	83	37.8	0	0	-100000	0.00	30.144	252	0.003	-100000.0
