--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
20120406 00:00	38.0	38.0	38.0	57	24.1	0	4	45	0.00	29.957	0	0.001	-100000.0
20120406 00:05	37.5	37.5	37.5	58	24.1	0	2	45	0.00	29.957	0	0.000	-100000.0
20120406 00:10	37.5	37.5	37.5	59	24.5	0	1	45	0.00	29.957	0	0.000	-100000.0
20120406 00:15	37.4	37.4	37.4	60	24.8	0	0	-100000	0.00	29.962	0	0.000	-100000.0
20120406 00:20	37.1	37.1	37.1	60	24.5	0	2	45	0.00	29.962	0	0.000	-100000.0
20120406 00:25	36.6	36.6	36.6	61	24.4	0	3	45	0.00	29.962	0	0.000	-100000.0
20120406 00:30	36.8	36.8	36.8	62	25.0	1	3	45	0.00	29.968	0	0.000	-100000.0
20120406 00:35	37.0	37.0	37.0	61	24.8	0	2	45	0.00	29.968	0	0.000	-100000.0
20120406 00:40	37.2	37.2	37.2	61	25.0	1	3	45	0.00	29.968	0	0.000	-100000.0
20120406 00:45	37.2	37.2	37.2	61	25.0	0	2	45	0.00	29.970	0	0.000	-100000.0
20120406 00:50	37.2	37.2	37.2	61	25.0	0	0	-100000	0.00	29.970	0	0.000	-100000.0
20120406 00:55	37.1	37.1	37.1	61	24.9	0	2	45	0.00	29.970	0	0.000	-100000.0
20120406 01:00	37.0	37.0	37.0	61	24.8	0	3	45	0.00	29.970	0	0.001	-100000.0
20120406 01:05	37.0	37.0	37.0	61	24.8	1	3	45	0.00	29.970	0	0.000	-100000.0
20120406 01:10	37.0	37.0	37.0	61	24.8	1	3	45	0.00	29.970	0	0.000	-100000.0
20120406 01:15	37.0	37.0	37.0	60	24.4	0	2	45	0.00	29.971	0	0.000	-100000.0
20120406 01:20	37.1	37.1	37.1	60	24.5	0	1	45	0.00	29.971	0	0.000	-100000.0
20120406 01:25	37.1	37.1	37.1	61	24.9	0	1	45	0.00	29.971	0	0.000	-100000.0
20120406 01:30	37.1	37.1	37.1	60	24.5	0	1	45	0.00	29.972	0	0.000	-100000.0
20120406 01:35	37.0	37.0	37.0	61	24.8	0	3	45	0.00	29.972	0	0.000	-100000.0
20120406 01:40	36.5	36.5	36.5	61	24.3	0	0	-100000	0.00	29.972	0	0.000	-100000.0
20120406 01:45	35.6	35.6	35.6	64	24.6	0	0	-100000	0.00	29.972	0	0.000	-100000.0
20120406 01:50	35.5	35.5	35.5	65	24.9	0	1	45	0.00	29.972	0	0.000	-100000.0
20120406 01:55	35.2	35.2	35.2	65	24.6	0	1	45	0.00	29.972	0	0.000	-100000.0
20120406 02:00	34.6	34.6	34.6	66	24.4	0	2	45	0.00	29.971	0	0.001	-100000.0
20120406 02:05	34.3	34.3	34.3	67	24.5	0	0	-100000	0.00	29.971	0	0.000	-100000.0
20120406 02:10	33.9	33.9	33.9	67	24.1	0	0	-100000	0.00	29.971	0	0.000	-100000.0
20120406 02:15	33.4	33.4	33.4	69	24.3	0	1	45	0.00	29.972	0	0.000	-100000.0
20120406 02:20	33.0	33.0	33.0	69	24.0	0	0	-100000	0.00	29.972	0	0.000	-100000.0
20120406 02:25	32.8	32.8	32.8	70	24.1	0	1	45	0.00	29.972	0	0.000	-100000.0
20120406 02:30	32.5	32.5	32.5	71	24.2	0	0	-100000	0.00	29.972	0	0.000	-100000.0
20120406 02:35	32.6	32.6	32.6	70	23.9	0	0	-100000	0.00	29.972	0	0.000	-100000.0
20120406 02:40	32.3	32.3	32.3	71	24.0	0	0	-100000	0.00	29.972	0	0.000	-100000.0
20120406 02:45	32.0	32.0	32.0	72	24.0	0	1	45	0.00	29.971	0	0.000	-100000.0
20120406 02:50	32.2	32.2	32.2	72	24.2	0	0	-100000	0.00	29.971	0	0.000	-100000.0
20120406 02:55	31.9	31.9	31.9	72	23.9	0	1	45	0.00	29.971	0	0.000	-100000.0
20120406 03:00	31.7	31.7	31.7	72	23.7	0	0	-100000	0.00	29.968	0	0.001	-100000.0
20120406 03:05	31.8	31.8	31.8	72	23.8	0	0	-100000	0.00	29.968	0	0.000	-100000.0
20120406 03:10	31.6	31.6	31.6	72	23.6	0	0	-100000	0.00	29.968	0	0.000	-100000.0
20120406 03:15	31.4	31.4	31.4	73	23.8	0	0	-100000	0.00	29.958	0	0.000	-100000.0
20120406 03:20	30.8	30.8	30.8	73	23.2	0	1	45	0.00	29.958	0	0.000	-100000.0
20120406 03:25	30.7	30.7	30.7	74	23.4	0	2	45	0.00	29.958	0	0.000	-100000.0
20120406 03:30	31.0	31.0	31.0	75	24.0	0	1	45	0.00	29.960	0	0.000	-100000.0
20120406 03:35	30.8	30.8	30.8	74	23.5	0	0	-100000	0.00	29.960	0	0.000	-100000.0
20120406 03:40	30.8	30.8	30.8	75	23.8	0	0	-100000	0.00	29.960	0	0.000	-100000.0
20120406 03:45	30.9	30.9	30.9	75	23.9	0	1	45	0.00	29.960	0	0.000	-100000.0
20120406 03:50	31.1	31.1	31.1	75	24.1	0	2	45	0.00	29.960	0	0.000	-100000.0
20120406 03:55	31.2	31.2	31.2	75	24.2	0	2	45	0.00	29.960	0	0.000	-100000.0
20120406 04:00	30.9	30.9	30.9	75	23.9	0	3	45	0.00	29.965	0	0.000	-100000.0
20120406 04:05	30.6	30.6	30.6	76	24.0	0	2	45	0.00	29.965	0	0.000	-100000.0
20120406 04:10	30.6	30.6	30.6	77	24.3	0	2	45	0.00	29.965	0	0.000	-100000.0
20120406 04:15	30.6	30.6	30.6	77	24.3	0	0	-100000	0.00	29.971	0	0.000	-100000.0
20120406 04:20	30.7	30.7	30.7	77	24.4	0	0	-100000	0.00	29.971	0	0.000	-100000.0
20120406 04:25	30.6	30.6	30.6	76	24.0	0	0	-100000	0.00	29.971	0	0.000	-100000.0
20120406 04:30	30.2	30.2	30.2	77	23.9	0	0	-100000	0.00	29.970	0	0.000	-100000.0
20120406 04:35	29.9	29.9	29.9	77	23.6	0	0	-100000	0.00	29.970	0	0.000	-100000.0
20120406 04:40	29.6	29.6	29.6	78	23.6	0	0	-100000	0.00	29.970	0	0.000	-100000.0
20120406 04:45	29.6	29.6	29.6	79	23.9	0	1	45	0.00	29.971	0	0.000	-100000.0
20120406 04:50	29.6	29.6	29.6	79	23.9	0	1	45	0.00	29.971	0	0.000	-100000.0
20120406 04:55	29.4	29.4	29.4	79	23.7	0	0	-100000	0.00	29.971	0	0.000	-100000.0
20120406 05:00	29.4	29.4	29.4	79	23.7	0	1	45	0.00	29.971	0	0.000	-100000.0
20120406 05:05	29.4	29.4	29.4	78	23.4	0	0	-100000	0.00	29.971	0	0.000	-100000.0
20120406 05:10	29.1	29.1	29.1	78	23.1	0	0	-100000	0.00	29.971	0	0.000	-100000.0
20120406 05:15	28.9	28.9	28.9	78	22.9	0	0	-100000	0.00	29.973	0	0.000	-100000.0
20120406 05:20	29.4	29.4	29.4	79	23.7	0	2	45	0.00	29.973	0	0.000	-100000.0
20120406 05:25	29.2	29.2	29.2	79	23.5	0	2	45	0.00	29.973	0	0.000	-100000.0
20120406 05:30	29.2	29.2	29.2	79	23.5	0	1	45	0.00	29.974	0	0.000	-100000.0
20120406 05:35	28.7	28.7	28.7	78	22.7	0	0	-100000	0.00	29.974	0	0.000	-100000.0
20120406 05:40	28.2	28.2	28.2	79	22.5	1	2	45	0.00	29.974	0	0.000	-100000.0
20120406 05:45	27.9	27.9	27.9	80	22.5	0	1	45	0.00	29.973	0	0.000	-100000.0
20120406 05:50	27.8	27.8	27.8	81	22.7	0	2	45	0.00	29.973	0	0.000	-100000.0
