--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
20120417 00:00	68.5	68.5	68.5	72	59.1	3	7	180	0.00	29.937	0	0.002	-100000.0
20120417 00:05	68.3	68.3	68.3	72	58.9	3	6	180	0.00	29.937	0	0.000	-100000.0
20120417 00:10	68.2	68.2	68.2	72	58.8	2	7	158	0.00	29.937	0	0.000	-100000.0
20120417 00:15	68.1	68.1	68.1	73	59.1	3	6	158	0.00	29.945	0	0.000	-100000.0
20120417 00:20	68.0	68.0	68.0	73	59.0	1	4	180	0.00	29.945	0	0.000	-100000.0
20120417 00:25	67.9	67.9	67.9	73	58.9	2	5	180	0.00	29.945	0	0.000	-100000.0
20120417 00:30	67.8	67.8	67.8	73	58.8	3	6	180	0.00	29.944	0	0.000	-100000.0
20120417 00:35	67.6	67.6	67.6	73	58.6	3	6	180	0.00	29.944	0	0.000	-100000.0
20120417 00:40	67.5	67.5	67.5	74	58.9	2	5	180	0.00	29.944	0	0.000	-100000.0
20120417 00:45	67.4	67.4	67.4	74	58.8	2	6	180	0.00	29.946	0	0.000	-100000.0
20120417 00:50	67.3	67.3	67.3	74	58.7	3	5	180	0.00	29.946	0	0.000	-100000.0
20120417 00:55	67.2	67.2	67.2	74	58.6	3	7	180	0.00	29.946	0	0.000	-100000.0
20120417 01:00	67.1	67.1	67.1	75	58.9	3	6	180	0.00	29.944	0	0.001	-100000.0
20120417 01:05	67.0	67.0	67.0	75	58.8	3	6	180	0.00	29.944	0	0.000	-100000.0
20120417 01:10	66.9	66.9	66.9	75	58.7	3	5	180	0.00	29.944	0	0.000	-100000.0
20120417 01:15	66.7	66.7	66.7	75	58.5	1	5	180	0.00	29.938	0	0.000	-100000.0
20120417 01:20	66.6	66.6	66.6	76	58.8	3	6	180	0.00	29.938	0	0.000	-100000.0
20120417 01:25	66.5	66.5	66.5	76	58.7	3	7	180	0.00	29.938	0	0.000	-100000.0
20120417 01:30	66.3	66.3	66.3	76	58.5	3	7	180	0.00	29.930	0	0.000	-100000.0
20120417 01:35	66.2	66.2	66.2	76	58.4	4	9	180	0.00	29.930	0	0.000	-100000.0
20120417 01:40	66.1	66.1	66.1	76	58.3	2	6	180	0.00	29.930	0	0.000	-100000.0
20120417 01:45	66.0	66.0	66.0	77	58.6	3	10	158	0.00	29.930	0	0.000	-100000.0
20120417 01:50	65.9	65.9	65.9	77	58.5	2	6	158	0.00	29.930	0	0.000	-100000.0
20120417 01:55	65.8	65.8	65.8	77	58.4	3	7	180	0.00	29.930	0	0.000	-100000.0
20120417 02:00	65.8	65.8	65.8	77	58.4	3	6	180	0.00	29.930	0	0.001	-100000.0
20120417 02:05	65.8	65.8	65.8	77	58.4	3	6	158	0.00	29.930	0	0.000	-100000.0
20120417 02:10	65.7	65.7	65.7	77	58.3	2	5	180	0.00	29.930	0	0.000	-100000.0
20120417 02:15	65.7	65.7	65.7	77	58.3	2	5	180	0.00	29.924	0	0.000	-100000.0
20120417 02:20	65.7	65.7	65.7	77	58.3	2	6	180	0.00	29.924	0	0.000	-100000.0
20120417 02:25	65.6	65.6	65.6	77	58.2	1	5	180	0.00	29.924	0	0.000	-100000.0
20120417 02:30	65.5	65.5	65.5	77	58.1	1	5	180	0.00	29.930	0	0.000	-100000.0
20120417 02:35	65.4	65.4	65.4	78	58.4	0	3	180	0.00	29.930	0	0.000	-100000.0
20120417 02:40	65.4	65.4	65.4	78	58.4	1	3	180	0.00	29.930	0	0.000	-100000.0
