--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
20120410 00:00	46.5	46.5	46.5	55	31.2	0	4	248	0.00	29.675	0	0.001	-100000.0
20120410 00:05	46.5	46.5	46.5	55	31.2	1	4	248	0.00	29.675	0	0.000	-100000.0
20120410 00:10	46.5	46.5	46.5	55	31.2	0	3	248	0.00	29.675	0	0.000	-100000.0
20120410 00:15	46.4	46.4	46.4	55	31.1	0	4	248	0.00	29.671	0	0.000	-100000.0
20120410 00:20	46.4	46.4	46.4	55	31.1	0	4	248	0.00	29.671	0	0.000	-100000.0
20120410 00:25	46.4	46.4	46.4	55	31.1	1	3	248	0.00	29.671	0	0.000	-100000.0
20120410 00:30	46.4	46.4	46.4	55	31.1	1	4	248	0.00	29.670	0	0.000	-100000.0
20120410 00:35	46.4	46.4	46.4	55	31.1	1	5	248	0.00	29.670	0	0.000	-100000.0
20120410 00:40	46.3	46.3	46.3	56	31.5	1	5	248	0.00	29.670	0	0.000	-100000.0
20120410 00:45	46.4	46.4	46.4	56	31.6	1	4	248	0.00	29.670	0	0.000	-100000.0
20120410 00:50	46.4	46.4	46.4	55	31.1	0	4	225	0.00	29.670	0	0.000	-100000.0
20120410 00:55	46.5	46.5	46.5	55	31.2	0	3	225	0.00	29.670	0	0.000	-100000.0
20120410 01:00	46.6	46.6	46.6	54	30.9	0	2	225	0.00	29.670	0	0.001	-100000.0
20120410 01:05	46.7	46.7	46.7	54	30.9	0	3	225	0.00	29.670	0	0.000	-100000.0
20120410 01:10	46.5	46.5	46.5	56	31.7	1	5	225	0.00	29.670	0	0.000	-100000.0
20120410 01:15	46.2	46.2	46.2	56	31.4	3	5	225	0.00	29.669	0	0.000	-100000.0
20120410 01:20	46.0	44.2	46.0	57	31.6	4	6	180	0.00	29.669	0	0.000	-100000.0
20120410 01:25	45.9	44.1	45.9	57	31.5	4	6	158	0.00	29.669	0	0.000	-100000.0
20120410 01:30	46.0	46.0	46.0	56	31.2	3	6	158	0.00	29.667	0	0.000	-100000.0
20120410 01:35	46.2	44.5	46.2	55	30.9	4	6	158	0.00	29.667	0	0.000	-100000.0
20120410 01:40	46.4	46.4	46.4	55	31.1	3	6	158	0.00	29.667	0	0.000	-100000.0
20120410 01:45	46.7	46.7	46.7	54	30.9	3	7	158	0.00	29.666	0	0.000	-100000.0
20120410 01:50	46.8	46.8	46.8	53	30.6	2	6	180	0.00	29.666	0	0.000	-100000.0
20120410 01:55	46.9	46.9	46.9	53	30.7	2	6	180	0.00	29.666	0	0.000	-100000.0
20120410 02:00	47.1	47.1	47.1	52	30.4	3	6	202	0.00	29.667	0	0.002	-100000.0
20120410 02:05	47.3	47.3	47.3	50	29.6	1	5	202	0.00	29.667	0	0.000	-100000.0
20120410 02:10	47.4	47.4	47.4	50	29.7	1	5	202	0.00	29.667	0	0.000	-100000.0
20120410 02:15	47.3	47.3	47.3	50	29.6	1	7	202	0.00	29.666	0	0.000	-100000.0
20120410 02:20	47.2	47.2	47.2	50	29.5	3	6	202	0.00	29.666	0	0.000	-100000.0
20120410 02:25	46.9	46.9	46.9	50	29.2	0	4	202	0.00	29.666	0	0.000	-100000.0
20120410 02:30	46.7	46.7	46.7	50	29.1	1	5	202	0.00	29.657	0	0.000	-100000.0
20120410 02:35	46.6	46.6	46.6	50	29.0	1	3	202	0.00	29.657	0	0.000	-100000.0
20120410 02:40	46.6	46.6	46.6	50	29.0	1	4	202	0.00	29.657	0	0.000	-100000.0
20120410 02:45	46.8	46.8	46.8	49	28.7	1	3	202	0.00	29.654	0	0.000	-100000.0
20120410 02:50	46.9	46.9	46.9	49	28.7	1	4	202	0.00	29.654	0	0.000	-100000.0
20120410 02:55	47.0	47.0	47.0	49	28.8	1	5	202	0.00	29.654	0	0.000	-100000.0
20120410 03:00	47.1	47.1	47.1	48	28.4	1	6	202	0.00	29.653	0	0.001	-100000.0
20120410 03:05	47.2	47.2	47.2	48	28.5	1	5	202	0.00	29.653	0	0.000	-100000.0
20120410 03:10	47.1	47.1	47.1	48	28.4	2	6	202	0.00	29.653	0	0.000	-100000.0
20120410 03:15	47.0	47.0	47.0	49	28.8	1	11	202	0.00	29.654	0	0.000	-100000.0
20120410 03:20	47.0	47.0	47.0	49	28.8	1	11	202	0.00	29.654	0	0.000	-100000.0
20120410 03:25	46.8	46.8	46.8	49	28.7	0	3	202	0.00	29.654	0	0.000	-100000.0
20120410 03:30	46.5	46.5	46.5	50	28.9	0	3	202	0.00	29.655	0	0.000	-100000.0
20120410 03:35	46.1	46.1	46.1	50	28.5	1	3	202	0.00	29.655	0	0.000	-100000.0
20120410 03:40	45.9	45.9	45.9	50	28.3	1	3	202	0.00	29.655	0	0.000	-100000.0
20120410 03:45	45.9	45.9	45.9	49	27.8	1	5	202	0.00	29.654	0	0.000	-100000.0
20120410 03:50	46.1	46.1	46.1	48	27.5	1	4	202	0.00	29.654	0	0.000	-100000.0
20120410 03:55	46.1	46.1	46.1	48	27.5	0	3	202	0.00	29.654	0	0.000	-100000.0
20120410 04:00	46.2	46.2	46.2	48	27.6	0	5	202	0.00	29.651	0	0.001	-100000.0
20120410 04:05	46.1	46.1	46.1	48	27.5	1	5	202	0.00	29.651	0	0.000	-100000.0
